Iteration,Loss,Elapsed Time
1269,1.57,33727.7
1270,1.609,33754
1271,1.609,33787.7
1272,1.62,33816.1
1273,1.592,33841.8
1274,1.586,33868.6
1275,1.578,33894.6
1276,1.554,33919.7
1277,1.528,33946.3
1278,1.54,33973.3
1279,1.53,33998
1280,1.539,34025.4
1281,1.534,34054.5
1282,1.531,34081.9
1283,1.519,34114.5
1284,1.529,34140.6
1285,1.531,34166.2
1286,1.547,34192.7
1287,1.531,34219.7
1288,1.549,34244.1
1289,1.559,34268.7
1290,1.558,34295.4
1291,1.561,34320.6
1292,1.574,34344.9
1293,1.61,34372.6
1294,1.601,34397.8
1295,1.621,34432.7
1296,1.596,34459.6
1297,1.578,34484.2
1298,1.563,34511.3
1299,1.571,34537.7
1300,1.548,34564.3
1301,1.558,34589.9
1302,1.557,34619.1
1303,1.542,34645.8
1304,1.553,34672.5
1305,1.576,34701
1306,1.54,34724.3
1307,1.54,34757.6
1308,1.534,34784.7
1309,1.551,34813.9
1310,1.531,34839.8
1311,1.534,34866.1
1312,1.548,34892.2
1313,1.558,34918.3
1314,1.562,34944.6
1315,1.576,34971
1316,1.576,34998
1317,1.571,35026.2
1318,1.582,35051
1319,1.603,35084.5
1320,1.61,35112.1
1321,1.599,35137.9
1322,1.596,35164.8
1323,1.578,35191.3
1324,1.565,35215.7
1325,1.572,35241.9
1326,1.559,35267.2
1327,1.55,35292.5
1328,1.551,35321
1329,1.559,35347
1330,1.58,35374.3
1331,1.58,35409.9
1332,1.57,35436
1333,1.596,35461.6
1334,1.558,35487.4
1335,1.589,35513.3
1336,1.59,35539.8
1337,1.622,35565.2
1338,1.607,35592.1
1339,1.616,35621.2
1340,1.59,35648.3
1341,1.598,35676.1
1342,1.619,35711.2
1343,1.639,35738.6
1344,1.635,35764.7
1345,1.618,35791
1346,1.612,35817.1
1347,1.598,35842.7
1348,1.597,35867.9
1349,1.594,35895.6
1350,1.581,35924.6
1351,1.573,35950.2
1352,1.554,35979.1
1353,1.563,36005.4
1354,1.581,36039.6
1355,1.57,36066.6
1356,1.581,36093.3
1357,1.578,36119.8
1358,1.578,36149.4
1359,1.587,36173.9
1360,1.6,36200.9
1361,1.602,36229.6
1362,1.596,36255.9
1363,1.576,36281.1
1364,1.559,36309
1365,1.544,36334.8
1366,1.538,36367
1367,1.539,36394.1
1368,1.537,36421.5
1369,1.526,36448.7
1370,1.542,36477.2
1371,1.56,36504.7
1372,1.571,36530.8
1373,1.58,36557.5
1374,1.563,36583.8
1375,1.549,36611.4
1376,1.539,36640.2
1377,1.514,36666.1
1378,1.503,36698.8
1379,1.496,36723.8
1380,1.494,36750.4
1381,1.485,36776.1
1382,1.548,36804.2
1383,1.559,36830.2
1384,1.552,36855.4
1385,1.562,36882.6
1386,1.543,36907.7
1387,1.573,36934
1388,1.548,36960.7
1389,1.542,36986.8
1390,1.581,37019.9
1391,1.564,37046.1
1392,1.564,37071.6
1393,1.579,37102.2
1394,1.572,37128.7
1395,1.569,37154
1396,1.542,37179.7
1397,1.574,37206
1398,1.571,37231.5
1399,1.587,37258.4
1400,1.584,37284.2
1401,1.578,37309.7
1402,1.575,37343.2
1403,1.602,37369.8
1404,1.616,37395.4
1405,1.602,37421.2
1406,1.608,37446.8
1407,1.604,37474.8
1408,1.586,37500.6
1409,1.559,37526
1410,1.563,37551.3
1411,1.557,37577.2
1412,1.57,37604.4
1413,1.575,37629.7
1414,1.577,37663
1415,1.572,37689.8
1416,1.561,37716.9
1417,1.588,37745.5
1418,1.577,37770.4
1419,1.592,37796.7
1420,1.571,37821.1
1421,1.578,37849.2
1422,1.595,37874.8
1423,1.616,37901.4
1424,1.576,37926
1425,1.575,37951.5
1426,1.553,37984.8
1427,1.553,38013
1428,1.573,38038.1
1429,1.561,38064.4
1430,1.564,38090.9
1431,1.564,38117.4
1432,1.553,38142.1
1433,1.557,38170.2
1434,1.563,38196
1435,1.542,38220.3
1436,1.566,38245.6
1437,1.587,38278.7
1438,1.601,38308
1439,1.596,38334.8
1440,1.587,38359.7
1441,1.585,38384.9
1442,1.587,38413.4
1443,1.619,38438.7
1444,1.591,38465.7
1445,1.574,38491.1
1446,1.55,38515.7
1447,1.537,38542.4
1448,1.526,38570.5
1449,1.535,38603.2
1450,1.515,38628.3
1451,1.534,38654.2
1452,1.552,38680
1453,1.575,38707
1454,1.558,38732.4
1455,1.552,38756.3
1456,1.537,38781.6
1457,1.529,38807.1
1458,1.507,38832.6
1459,1.504,38859.6
1460,1.526,38886
1461,1.521,38917.2
1462,1.522,38941.6
1463,1.525,38969.5
1464,1.522,38994.6
1465,1.53,39020.8
1466,1.533,39048.5
1467,1.551,39075.5
1468,1.525,39101.1
1469,1.537,39129.1
1470,1.525,39155
1471,1.53,39182.1
1472,1.534,39208.1
1473,1.514,39239.7
1474,1.511,39264.8
1475,1.498,39290.5
1476,1.519,39316.5
1477,1.535,39343.4
1478,1.564,39370.8
1479,1.596,39396.4
1480,1.604,39420.8
1481,1.576,39445.8
1482,1.585,39470.8
1483,1.57,39496.4
1484,1.566,39522.1
1485,1.583,39554.9
1486,1.615,39581.2
1487,1.59,39607.8
1488,1.577,39632.1
1489,1.586,39659.2
1490,1.585,39684.3
1491,1.584,39708.4
1492,1.57,39734.4
1493,1.577,39758.8
1495,1.571,39808.9
1496,1.572,39836.4
1497,1.563,39867.6
1498,1.53,39893
1499,1.573,39922.4
1500,1.593,39947
